Date,Open,High,Low,Close,Adj Close,Volume,ticker
2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,148.55999755859375,71361600,AAPL
2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,149.3300018310547,149.3300018310547,44504761,AAPL
2021-07-23,287.3699951171875,289.989990234375,286.5,289.6700134277344,289.6700134277344,22753500,MSFT
2021-07-26,289.0,289.3599853515625,286.6419982910156,288.6282043457031,288.6282043457031,11594712,MSFT
